ST,OCC_CODE,OCC_TITLE,LOC_Q,A_MEAN
CO,27-2032,Choreographers,0.35,45670
CO,27-2041,"Music Directors and Composers",0.14,51160
CO,27-2042,"Musicians and Singers",0.89,0
CO,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",1.55,0
CO,27-3011,"Radio and Television Announcers",0.88,50320
CO,27-3012,"Public Address System and Other Announcers",0.67,40010
CO,27-3021,"Broadcast News Analysts",0.97,86990
CO,27-3022,"Reporters and Correspondents",1.06,46170
CO,27-3031,"Public Relations Specialists",1.16,59670
CO,27-3041,Editors,1.03,60010
CO,27-3042,"Technical Writers",1.51,70460
CO,27-3043,"Writers and Authors",0.84,69510
CO,27-3091,"Interpreters and Translators",1.62,56300
CO,27-3099,"Media and Communication Workers, All Other",0.95,73070
CO,27-4011,"Audio and Video Equipment Technicians",0.93,40230
CO,27-4012,"Broadcast Technicians",1.39,46400
CO,27-4014,"Sound Engineering Technicians",0.92,62680
CO,27-4021,Photographers,0.97,33390
CO,27-4031,"Camera Operators, Television, Video, and Motion Picture",1,0
CO,27-4032,"Film and Video Editors",0.45,61920
CO,27-4099,"Media and Communication Equipment Workers, All Other",2.85,54690
CO,29-0000,"Healthcare Practitioners and Technical Occupations",0.92,79200
CO,29-1011,Chiropractors,1.7,69560
CO,29-1021,"Dentists, General",1.08,178710
CO,29-1022,"Oral and Maxillofacial Surgeons",0.61,262380
CO,29-1023,Orthodontists,0,281470
CO,29-1029,"Dentists, All Other Specialists",0,229720
CO,29-1031,"Dietitians and Nutritionists",0.87,59480
CO,29-1041,Optometrists,1.27,120020
CO,29-1051,Pharmacists,1.04,115650
CO,29-1061,Anesthesiologists,0.49,266710
CO,29-1062,"Family and General Practitioners",1.18,202780
CO,29-1063,"Internists, General",0.51,193140
CO,29-1064,"Obstetricians and Gynecologists",0.93,198970
CO,29-1065,"Pediatricians, General",0.88,207950
CO,29-1066,Psychiatrists,1.05,205090
CO,29-1067,Surgeons,1.55,250460
CO,29-1069,"Physicians and Surgeons, All Other",0.44,233660
CO,29-1071,"Physician Assistants",1.33,97330
CO,29-1081,Podiatrists,0,83860
CO,29-1122,"Occupational Therapists",1.31,82820
CO,29-1123,"Physical Therapists",1.22,77180
CO,29-1124,"Radiation Therapists",0.93,87820
CO,29-1125,"Recreational Therapists",0.42,48110
CO,29-1126,"Respiratory Therapists",0.83,58590
CO,29-1127,"Speech-Language Pathologists",1.3,84550
CO,29-1128,"Exercise Physiologists",1.66,42270
CO,29-1129,"Therapists, All Other",0.48,65260
CO,29-1131,Veterinarians,1.66,87120
CO,29-1141,"Registered Nurses",0.94,69990
CO,29-1151,"Nurse Anesthetists",0.43,145940
CO,29-1161,"Nurse Midwives",0,93380
CO,29-1171,"Nurse Practitioners",0.98,104540
CO,29-1181,Audiologists,1.44,88990
CO,29-1199,"Health Diagnosing and Treating Practitioners, All Other",1.41,58850
CO,29-2011,"Medical and Clinical Laboratory Technologists",0.88,63930
CO,29-2012,"Medical and Clinical Laboratory Technicians",0.72,40520
CO,29-2021,"Dental Hygienists",1.28,78980
CO,29-2031,"Cardiovascular Technologists and Technicians",0.65,65400
CO,29-2032,"Diagnostic Medical Sonographers",0.79,80300
CO,29-2033,"Nuclear Medicine Technologists",0.81,76380
CO,29-2034,"Radiologic Technologists",0.92,62440
CO,29-2035,"Magnetic Resonance Imaging Technologists",0.88,76480
CO,29-2041,"Emergency Medical Technicians and Paramedics",0.97,40710
CO,29-2051,"Dietetic Technicians",0.7,31120
CO,29-2052,"Pharmacy Technicians",0.74,33870
CO,29-2053,"Psychiatric Technicians",0.83,37060
CO,29-2054,"Respiratory Therapy Technicians",0.2,45570
CO,29-2055,"Surgical Technologists",0.79,49270
CO,29-2056,"Veterinary Technologists and Technicians",1.9,30530
CO,29-2057,"Ophthalmic Medical Technicians",0.9,37690
CO,29-2061,"Licensed Practical and Licensed Vocational Nurses",0.43,47530
CO,29-2071,"Medical Records and Health Information Technicians",0.66,47800
CO,29-2081,"Opticians, Dispensing",0.99,37070
CO,29-2091,"Orthotists and Prosthetists",0.64,67700
CO,29-2099,"Health Technologists and Technicians, All Other",1.56,46160
CO,29-9011,"Occupational Health and Safety Specialists",1.26,75820
CO,29-9012,"Occupational Health and Safety Technicians",0.86,59250
CO,29-9091,"Athletic Trainers",0.91,49880
CO,29-9092,"Genetic Counselors",1.16,76990
CO,29-9099,"Healthcare Practitioners and Technical Workers, All Other",0.86,52880
CO,31-0000,"Healthcare Support Occupations",0.85,32480
CO,31-1011,"Home Health Aides",0.84,26190
CO,31-1013,"Psychiatric Aides",0.38,28170
CO,31-1014,"Nursing Assistants",0.75,29380
CO,31-1015,Orderlies,0.44,26790
CO,31-2011,"Occupational Therapy Assistants",0.9,50060
CO,31-2012,"Occupational Therapy Aides",0.35,31970
CO,31-2021,"Physical Therapist Assistants",0.72,49970
CO,31-2022,"Physical Therapist Aides",0.43,31130
CO,31-9011,"Massage Therapists",2.76,44080
CO,31-9091,"Dental Assistants",1.06,39060
CO,31-9092,"Medical Assistants",0.86,33330
CO,31-9093,"Medical Equipment Preparers",1.04,37250
CO,31-9094,"Medical Transcriptionists",0.92,41360
CO,31-9095,"Pharmacy Aides",0.29,32730
CO,31-9096,"Veterinary Assistants and Laboratory Animal Caretakers",0.47,24530
CO,31-9097,Phlebotomists,0.86,35830
CO,31-9099,"Healthcare Support Workers, All Other",1.17,31730
CO,33-0000,"Protective Service Occupations",0.91,45280
CO,33-1011,"First-Line Supervisors of Correctional Officers",0.81,0
CO,33-1012,"First-Line Supervisors of Police and Detectives",0.85,91080
CO,33-1021,"First-Line Supervisors of Fire Fighting and Prevention Workers",1.03,77600
CO,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",1.08,52170
CO,33-2011,Firefighters,0.9,50550
CO,33-2021,"Fire Inspectors and Investigators",0.69,67400
CO,33-3011,Bailiffs,1.43,62250
CO,33-3012,"Correctional Officers and Jailers",0.9,46440
CO,33-3021,"Detectives and Criminal Investigators",0.89,83110
CO,33-3041,"Parking Enforcement Workers",0.67,40690
CO,33-3051,"Police and Sheriff's Patrol Officers",0.81,65700
CO,33-9011,"Animal Control Workers",0.97,40650
CO,33-9021,"Private Detectives and Investigators",0.96,51360
CO,33-9031,"Gaming Surveillance Officers and Gaming Investigators",0.71,34180
CO,33-9032,"Security Guards",0.75,28840
CO,33-9091,"Crossing Guards",1.39,26280
CO,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.77,21360
CO,33-9099,"Protective Service Workers, All Other",1.58,32220
CO,35-0000,"Food Preparation and Serving Related Occupations",1.06,23320
CO,35-1011,"Chefs and Head Cooks",1.01,48070
CO,35-1012,"First-Line Supervisors of Food Preparation and Serving Workers",0.89,36160
CO,35-2011,"Cooks, Fast Food",0.72,20690
CO,35-2012,"Cooks, Institution and Cafeteria",1.09,28660
CO,35-2014,"Cooks, Restaurant",1.38,24860
CO,35-2015,"Cooks, Short Order",0.5,24240
CO,35-2021,"Food Preparation Workers",0.73,22530
CO,35-3011,Bartenders,1.19,24720
CO,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",1.13,20480
CO,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",0.38,22570
CO,35-3031,"Waiters and Waitresses",1.14,22000
CO,35-3041,"Food Servers, Nonrestaurant",1.63,22800
CO,35-9011,"Dining Room and Cafeteria Attendants and Bartender Helpers",0.98,20240
CO,35-9021,Dishwashers,0.86,21000
CO,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.35,21530
CO,35-9099,"Food Preparation and Serving Related Workers, All Other",1.39,21190
CO,37-0000,"Building and Grounds Cleaning and Maintenance Occupations",1.03,27230
CO,37-1011,"First-Line Supervisors of Housekeeping and Janitorial Workers",0.85,39820
CO,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.1,54130
CO,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.91,25680
CO,37-2012,"Maids and Housekeeping Cleaners",1.06,22370
CO,37-2019,"Building Cleaning Workers, All Other",1.56,31920
CO,37-2021,"Pest Control Workers",0.42,34440
CO,37-3011,"Landscaping and Groundskeeping Workers",1.37,28930
CO,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0,36710
CO,37-3013,"Tree Trimmers and Pruners",0,33370
CO,37-3019,"Grounds Maintenance Workers, All Other",1.21,32370
CO,39-0000,"Personal Care and Service Occupations",1.01,26630
CO,39-1011,"Gaming Supervisors",0.72,48670
CO,39-1012,"Slot Supervisors",0.79,43490
CO,39-1021,"First-Line Supervisors of Personal Service Workers",1.17,38960
CO,39-2011,"Animal Trainers",0.6,26840
CO,39-2021,"Nonfarm Animal Caretakers",1.39,22130
CO,39-3011,"Gaming Dealers",0.74,20490
CO,39-3019,"Gaming Service Workers, All Other",0.47,29800
CO,39-3021,"Motion Picture Projectionists",0,20960
CO,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",1.36,19980
CO,39-3091,"Amusement and Recreation Attendants",1.37,21310
CO,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",0.82,24420
CO,39-4011,Embalmers,1.57,36360
CO,39-4021,"Funeral Attendants",0.29,28510
CO,39-4031,"Morticians, Undertakers, and Funeral Directors",0.58,39370
CO,39-5011,Barbers,2.31,34000
CO,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1.08,28340
CO,39-5092,"Manicurists and Pedicurists",0,25530
CO,39-5094,"Skincare Specialists",1.54,33650
CO,39-6011,"Baggage Porters and Bellhops",0.91,21730
CO,39-6012,Concierges,1.11,30350
CO,39-7011,"Tour Guides and Escorts",1.12,30340
CO,39-7012,"Travel Guides",0,34140
CO,39-9011,"Childcare Workers",0.81,25070
CO,39-9021,"Personal Care Aides",0.87,22110
CO,39-9031,"Fitness Trainers and Aerobics Instructors",1.53,42000
CO,39-9032,"Recreation Workers",1.14,27560
CO,39-9041,"Residential Advisors",0.24,28050
CO,39-9099,"Personal Care and Service Workers, All Other",0.89,24930
CO,41-0000,"Sales and Related Occupations",1.08,42910
CO,41-1011,"First-Line Supervisors of Retail Sales Workers",0.86,46100
CO,41-1012,"First-Line Supervisors of Non-Retail Sales Workers",1.08,82380
CO,41-2011,Cashiers,0.91,22370
CO,41-2012,"Gaming Change Persons and Booth Cashiers",0.36,28170
CO,41-2021,"Counter and Rental Clerks",1.59,29230
CO,41-2022,"Parts Salespersons",0.96,33740
CO,41-2031,"Retail Salespersons",0.99,28360
CO,41-3011,"Advertising Sales Agents",1.12,61870
CO,41-3021,"Insurance Sales Agents",1.52,53870
CO,41-3031,"Securities, Commodities, and Financial Services Sales Agents",1.57,70010
CO,41-3041,"Travel Agents",1.45,40750
CO,41-3099,"Sales Representatives, Services, All Other",1.44,66690
CO,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1,104470
CO,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1.15,70420
CO,41-9011,"Demonstrators and Product Promoters",0,34960
CO,41-9021,"Real Estate Brokers",2.31,72640
CO,41-9022,"Real Estate Sales Agents",1.36,76590
CO,41-9031,"Sales Engineers",1.86,106460
CO,41-9041,Telemarketers,1.74,26910
CO,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.6,19790
CO,41-9099,"Sales and Related Workers, All Other",2.65,41240
CO,43-0000,"Office and Administrative Support Occupations",0.93,37840
CO,43-1011,"First-Line Supervisors of Office and Administrative Support Workers",0.8,58020
CO,43-2011,"Switchboard Operators, Including Answering Service",0.76,30120
CO,43-3011,"Bill and Account Collectors",0.62,36700
CO,43-3021,"Billing and Posting Clerks",0.67,39720
CO,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",0.99,38560
CO,43-3041,"Gaming Cage Workers",0.9,31060
CO,43-3051,"Payroll and Timekeeping Clerks",0.89,43400
CO,43-3061,"Procurement Clerks",0.79,45150
CO,43-3071,Tellers,0.88,28090
CO,43-3099,"Financial Clerks, All Other",3.4,41650
CO,43-4011,"Brokerage Clerks",0.91,50280
CO,43-4021,"Correspondence Clerks",0.91,41450
CO,43-4031,"Court, Municipal, and License Clerks",1.96,40130
CO,43-4041,"Credit Authorizers, Checkers, and Clerks",0.75,49060
CO,43-4051,"Customer Service Representatives",0.95,34830
CO,43-4061,"Eligibility Interviewers, Government Programs",1.08,43490
CO,43-4071,"File Clerks",0.89,32320
CO,43-4081,"Hotel, Motel, and Resort Desk Clerks",1.31,24080
CO,43-4111,"Interviewers, Except Eligibility and Loan",1.27,33690
CO,43-4121,"Library Assistants, Clerical",0.87,26470
CO,43-4131,"Loan Interviewers and Clerks",0.95,44250
CO,43-4141,"New Accounts Clerks",1.03,38050
CO,43-4151,"Order Clerks",0.67,33110
CO,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1.02,40660
CO,43-4171,"Receptionists and Information Clerks",1.14,30520
CO,43-4181,"Reservation and Transportation Ticket Agents and Travel Clerks",0.91,35190
CO,43-4199,"Information and Record Clerks, All Other",2.69,41370
CO,43-5011,"Cargo and Freight Agents",0.44,47330
CO,43-5021,"Couriers and Messengers",0.73,30360
CO,43-5031,"Police, Fire, and Ambulance Dispatchers",0.98,46860
CO,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0.85,43030
CO,43-5041,"Meter Readers, Utilities",0.81,46250
CO,43-5051,"Postal Service Clerks",0.99,49450
CO,43-5052,"Postal Service Mail Carriers",0.88,51060
CO,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.1,50450
CO,43-5061,"Production, Planning, and Expediting Clerks",0.5,50110
CO,43-5071,"Shipping, Receiving, and Traffic Clerks",0.79,33200
CO,43-5081,"Stock Clerks and Order Fillers",0.92,28300
CO,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.41,37800
CO,43-6011,"Executive Secretaries and Executive Administrative Assistants",0.92,52630
CO,43-6012,"Legal Secretaries",0.79,46210
CO,43-6013,"Medical Secretaries",0.73,36260
CO,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1.37,36690
CO,43-9011,"Computer Operators",0.56,53490
CO,43-9021,"Data Entry Keyers",0.81,34410
CO,43-9022,"Word Processors and Typists",0.4,36140
CO,43-9031,"Desktop Publishers",0.88,45350
CO,43-9041,"Insurance Claims and Policy Processing Clerks",0.35,46040
CO,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.73,34520
CO,43-9061,"Office Clerks, General",0.73,37780
CO,43-9071,"Office Machine Operators, Except Computer",0.89,33420
CO,43-9081,"Proofreaders and Copy Markers",0.58,41980
CO,43-9111,"Statistical Assistants",0.95,46680
CO,43-9199,"Office and Administrative Support Workers, All Other",0.5,33600
CO,45-0000,"Farming, Fishing, and Forestry Occupations",0.6,28560
CO,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.74,53980
CO,45-2011,"Agricultural Inspectors",0.74,46080
CO,45-2041,"Graders and Sorters, Agricultural Products",0,19730
CO,45-2091,"Agricultural Equipment Operators",0.59,32610
CO,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.53,25610
CO,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.56,25700
CO,45-2099,"Agricultural Workers, All Other",1.1,31270
CO,45-4022,"Logging Equipment Operators",0.26,38190
CO,47-0000,"Construction and Extraction Occupations",1.33,45080
CO,47-1011,"First-Line Supervisors of Construction Trades and Extraction Workers",1.41,68010
CO,47-2011,Boilermakers,0.32,66600
CO,47-2021,"Brickmasons and Blockmasons",1.2,45880
CO,47-2022,Stonemasons,1.37,34340
CO,47-2031,Carpenters,1.15,43000
CO,47-2041,"Carpet Installers",0.55,36800
CO,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.69,40510
CO,47-2043,"Floor Sanders and Finishers",1.47,37310
CO,47-2044,"Tile and Marble Setters",1.12,39530
CO,47-2051,"Cement Masons and Concrete Finishers",1.59,37860
CO,47-2061,"Construction Laborers",1.31,32610
CO,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",2.29,40190
CO,47-2072,"Pile-Driver Operators",0,41040
CO,47-2073,"Operating Engineers and Other Construction Equipment Operators",1.41,45390
CO,47-2081,"Drywall and Ceiling Tile Installers",1.63,40710
CO,47-2082,Tapers,1.37,49110
CO,47-2111,Electricians,1.49,48560
CO,47-2121,Glaziers,1.14,43500
CO,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",1.37,38920
CO,47-2132,"Insulation Workers, Mechanical",0,40280
CO,47-2141,"Painters, Construction and Maintenance",0.98,36920
CO,47-2142,Paperhangers,0,31780
CO,47-2151,Pipelayers,1.36,40090
CO,47-2152,"Plumbers, Pipefitters, and Steamfitters",1.17,49440
CO,47-2161,"Plasterers and Stucco Masons",1.51,37670
CO,47-2171,"Reinforcing Iron and Rebar Workers",0.65,44780
CO,47-2181,Roofers,1.37,37790
CO,47-2211,"Sheet Metal Workers",1.43,44410
CO,47-2221,"Structural Iron and Steel Workers",0.78,43940
CO,47-2231,"Solar Photovoltaic Installers",0,43210
CO,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.73,34420
CO,47-3012,Helpers--Carpenters,0.33,26770
CO,47-3013,Helpers--Electricians,0.34,37820
CO,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.46,26610
CO,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.36,28250
CO,47-3016,Helpers--Roofers,0.91,28110
CO,47-4011,"Construction and Building Inspectors",1.39,66660
CO,47-4021,"Elevator Installers and Repairers",0.92,74300
CO,47-4031,"Fence Erectors",1.12,33730
CO,47-4041,"Hazardous Materials Removal Workers",1.45,41170
CO,47-4051,"Highway Maintenance Workers",1.25,41970
CO,47-4061,"Rail-Track Laying and Maintenance Equipment Operators",0.82,55600
CO,47-4071,"Septic Tank Servicers and Sewer Pipe Cleaners",1.42,40290
CO,47-4099,"Construction and Related Workers, All Other",1.49,41940
CO,47-5011,"Derrick Operators, Oil and Gas",1.58,46110
CO,47-5012,"Rotary Drill Operators, Oil and Gas",2.4,59720
CO,47-5013,"Service Unit Operators, Oil, Gas, and Mining",3.64,47910
CO,47-5021,"Earth Drillers, Except Oil and Gas",1.51,46520
CO,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.9,44110
CO,47-5041,"Continuous Mining Machine Operators",1.97,59090
CO,47-5042,"Mine Cutting and Channeling Machine Operators",0.62,51560
CO,47-5049,"Mining Machine Operators, All Other",0,47180
CO,47-5051,"Rock Splitters, Quarry",1.89,43860
